photo,emotion
Julie_Gerberding_0001.jpg,anger
Julie_Gerberding_0002.jpg,contempt
Julie_Gerberding_0003.jpg,neutral
Julie_Gerberding_0004.jpg,anger
Julie_Gerberding_0005.jpg,anger
Julie_Gerberding_0006.jpg,anger
Julie_Gerberding_0007.jpg,disgust
Julie_Gerberding_0008.jpg,neutral
Julie_Gerberding_0009.jpg,fear
Julie_Gerberding_0010.jpg,fear
Julie_Gerberding_0011.jpg,neutral
Julie_Gerberding_0012.jpg,neutral
Julie_Gerberding_0013.jpg,sadness
Julie_Gerberding_0014.jpg,neutral
Julie_Gerberding_0015.jpg,surprise
Julie_Goodenough_0001.jpg,happiness
Julie_Infante_0001.jpg,neutral
Julie_Taymor_0001.jpg,neutral
Julie_Taymor_0002.jpg,sadness
Julien_Boutter_0001.jpg,happiness
Julien_Varlet_0001.jpg,contempt
Juliette_Binoche_0001.jpg,happiness
Juliette_Lewis_0001.jpg,neutral
Julio_Cesar_Chavez_0001.jpg,happiness
Julio_Cesar_Franco_0001.jpg,neutral
Julio_De_Brun_0001.jpg,sadness
Julio_Iglesias_Jr_0001.jpg,surprise
Julio_Iglesias_Jr_0002.jpg,happiness
Julio_Rossi_0001.jpg,surprise
Julio_Toro_0001.jpg,happiness
Julius_Barnes_0001.jpg,neutral
Julius_Erving_0001.jpg,neutral
Juljia_Vysotskij_0001.jpg,happiness
Jung_Bong_0001.jpg,neutral
Junichi_Inamoto_0001.jpg,sadness
Junichiro_Koizumi_0001.jpg,neutral
Junichiro_Koizumi_0002.jpg,happiness
Junichiro_Koizumi_0003.jpg,sadness
Junichiro_Koizumi_0004.jpg,contempt
Junichiro_Koizumi_0005.jpg,happiness
Junichiro_Koizumi_0006.jpg,happiness
Junichiro_Koizumi_0007.jpg,neutral
Junichiro_Koizumi_0008.jpg,neutral
Junichiro_Koizumi_0009.jpg,anger
Junichiro_Koizumi_0010.jpg,neutral
Junichiro_Koizumi_0011.jpg,neutral
Junichiro_Koizumi_0012.jpg,anger
Junichiro_Koizumi_0013.jpg,neutral
Junichiro_Koizumi_0014.jpg,sadness
Junichiro_Koizumi_0016.jpg,neutral
Junichiro_Koizumi_0017.jpg,disgust
Junichiro_Koizumi_0019.jpg,neutral
Junichiro_Koizumi_0020.jpg,contempt
Junichiro_Koizumi_0021.jpg,neutral
Junichiro_Koizumi_0022.jpg,happiness
Junichiro_Koizumi_0023.jpg,happiness
Junichiro_Koizumi_0024.jpg,happiness
Junichiro_Koizumi_0025.jpg,happiness
Junichiro_Koizumi_0026.jpg,neutral
Junichiro_Koizumi_0027.jpg,disgust
Junichiro_Koizumi_0028.jpg,neutral
Junichiro_Koizumi_0029.jpg,neutral
Junichiro_Koizumi_0030.jpg,neutral
Junichiro_Koizumi_0032.jpg,sadness
Junichiro_Koizumi_0033.jpg,happiness
Junichiro_Koizumi_0034.jpg,neutral
Junichiro_Koizumi_0035.jpg,happiness
Junichiro_Koizumi_0036.jpg,neutral
Junichiro_Koizumi_0037.jpg,neutral
Junichiro_Koizumi_0038.jpg,neutral
Junichiro_Koizumi_0039.jpg,sadness
Junichiro_Koizumi_0040.jpg,happiness
Junichiro_Koizumi_0041.jpg,neutral
Junichiro_Koizumi_0042.jpg,sadness
Junichiro_Koizumi_0043.jpg,anger
Junichiro_Koizumi_0044.jpg,fear
Junichiro_Koizumi_0045.jpg,happiness
Junichiro_Koizumi_0046.jpg,sadness
Junichiro_Koizumi_0047.jpg,neutral
Junichiro_Koizumi_0048.jpg,happiness
Junichiro_Koizumi_0049.jpg,neutral
Junichiro_Koizumi_0050.jpg,neutral
Junichiro_Koizumi_0051.jpg,neutral
Junichiro_Koizumi_0052.jpg,happiness
Junichiro_Koizumi_0053.jpg,happiness
Junichiro_Koizumi_0054.jpg,neutral
Junichiro_Koizumi_0055.jpg,neutral
Junichiro_Koizumi_0056.jpg,neutral
Junichiro_Koizumi_0057.jpg,neutral
Junichiro_Koizumi_0058.jpg,happiness
Junichiro_Koizumi_0059.jpg,neutral
Junichiro_Koizumi_0060.jpg,neutral
Junko_Tabei_0001.jpg,surprise
Justin_Gatlin_0001.jpg,sadness
Justin_Gatlin_0002.jpg,happiness
Justin_Guarini_0001.jpg,disgust
Justin_Guarini_0002.jpg,happiness
Justin_Guarini_0003.jpg,happiness
Justin_Leonard_0001.jpg,sadness
Justin_Leonard_0002.jpg,happiness
Justin_Leonard_0003.jpg,fear
Justin_Leonard_0004.jpg,happiness
Justin_Marshall_0001.jpg,fear
Justin_Timberlake_0001.jpg,neutral
Justin_Timberlake_0002.jpg,happiness
Justin_Timberlake_0003.jpg,happiness
Justin_Timberlake_0004.jpg,happiness
Justin_Timberlake_0005.jpg,neutral
Justin_Timberlake_0006.jpg,surprise
Justin_Timberlake_0007.jpg,fear
Justin_Timberlake_0008.jpg,sadness
Justin_Wilson_0001.jpg,happiness
Justine_Henin_0001.jpg,neutral
Justine_Henin_0002.jpg,happiness
Justine_Pasek_0001.jpg,happiness
Justine_Pasek_0002.jpg,happiness
Justine_Pasek_0003.jpg,happiness
Justine_Pasek_0004.jpg,happiness
Justine_Pasek_0005.jpg,happiness
Justine_Pasek_0006.jpg,happiness
Justine_Pasek_0007.jpg,neutral
Kai-Uwe_Ricke_0001.jpg,happiness
Kaio_Almeida_0001.jpg,happiness
Kaisser_Bazan_0001.jpg,happiness
Kajsa_Bergqvist_0001.jpg,happiness
Kalpana_Chawla_0001.jpg,happiness
Kalpana_Chawla_0002.jpg,neutral
Kalpana_Chawla_0003.jpg,happiness
Kalpana_Chawla_0004.jpg,happiness
Kalpana_Chawla_0005.jpg,happiness
Kamal_Kharrazi_0001.jpg,anger
Kamal_Kharrazi_0002.jpg,sadness
Kamal_Kharrazi_0003.jpg,neutral
Kamal_Kharrazi_0004.jpg,sadness
Kamal_Kharrazi_0005.jpg,happiness
Kamal_Kharrazi_0006.jpg,neutral
Kamel_Morjane_0001.jpg,sadness
Kang_Gum-sil_0001.jpg,contempt
Kaoru_Hasuike_0001.jpg,surprise
Kara_Lynn_Joyce_0001.jpg,happiness
Kareena_Kapoor_0001.jpg,happiness
Karen_Allen_0001.jpg,happiness
Karen_Clarkson_0001.jpg,contempt
Karen_Lynn_Gorney_0001.jpg,happiness
Karen_Mok_0001.jpg,happiness
Karen_Mok_0002.jpg,happiness
Karen_Pereiras_0001.jpg,neutral
Karen_Sharpe_Kramer_0001.jpg,happiness
Karin_Pilsaeter_0001.jpg,surprise
Karin_Stoiber_0001.jpg,happiness
Karin_Stoiber_0002.jpg,happiness
Karin_Viard_0001.jpg,surprise
Karl-Heinz_Rummenigge_0001.jpg,fear
Karol_Kucera_0001.jpg,neutral
Kaspar_Villiger_0001.jpg,neutral
Katalin_Kollat_0001.jpg,neutral
Kate_Burton_0001.jpg,happiness
Kate_Capshaw_0001.jpg,neutral
Kate_Hudson_0001.jpg,happiness
Kate_Hudson_0002.jpg,neutral
Kate_Hudson_0003.jpg,happiness
Kate_Hudson_0004.jpg,neutral
Kate_Hudson_0005.jpg,neutral
Kate_Hudson_0006.jpg,happiness
Kate_Hudson_0007.jpg,happiness
Kate_Hudson_0008.jpg,surprise
Kate_Hudson_0009.jpg,happiness
Kate_Lee_0001.jpg,neutral
Kate_Moss_0001.jpg,contempt
Kate_Richardson_0001.jpg,fear
Kate_Starbird_0001.jpg,surprise
Kate_Winslet_0001.jpg,contempt
Kate_Winslet_0002.jpg,disgust
Kate_Winslet_0003.jpg,anger
Kate_Winslet_0004.jpg,disgust
Katerina_Smrzova_0001.jpg,happiness
Katharine_Hepburn_0001.jpg,happiness
Katherine_Harris_0001.jpg,happiness
Katherine_Harris_0002.jpg,sadness
Katherine_Harris_0003.jpg,neutral
Katherine_Harris_0004.jpg,sadness
Kathie_Louise_Saunders_0001.jpg,neutral
Kathleen_Abernathy_0001.jpg,anger
Kathleen_Glynn_0001.jpg,neutral
Kathleen_Glynn_0002.jpg,neutral
Kathleen_Kennedy_Townsend_0001.jpg,surprise
Kathleen_Kennedy_Townsend_0002.jpg,happiness
Kathleen_Kennedy_Townsend_0003.jpg,happiness
Kathleen_Kennedy_Townsend_0004.jpg,happiness
Kathryn_Bigelow_0001.jpg,happiness
Kathryn_Bigelow_0002.jpg,sadness
Kathryn_Grayson_0001.jpg,happiness
Kathryn_Morris_0001.jpg,neutral
Kathryn_Tucker_0001.jpg,surprise
Kathy_Baker_0001.jpg,happiness
Kathy_Bates_0001.jpg,neutral
Kathy_Gannon_0001.jpg,happiness
Kathy_Winters_0001.jpg,surprise
Kathy_Winters_0002.jpg,neutral
Katie_Boone_0001.jpg,surprise
Katie_Couric_0001.jpg,happiness
Katie_Harman_0001.jpg,happiness
Katie_Harman_0002.jpg,happiness
Katie_Harman_0003.jpg,happiness
Katie_Holmes_0001.jpg,neutral
Katie_Smith_0001.jpg,surprise
Katie_Wagner_0001.jpg,happiness
Katja_Riemann_0001.jpg,surprise
Katrin_Cartlidge_0001.jpg,neutral
Katrin_Susi_0001.jpg,happiness
Kay_Bailey_Hutchison_0001.jpg,sadness
Kay_Behrensmeyer_0001.jpg,disgust
Kaye_Young_0001.jpg,happiness
Keanu_Reeves_0001.jpg,happiness
Keanu_Reeves_0002.jpg,fear
Keanu_Reeves_0003.jpg,anger
Keanu_Reeves_0004.jpg,neutral
Keanu_Reeves_0005.jpg,neutral
Keanu_Reeves_0006.jpg,neutral
Keanu_Reeves_0007.jpg,neutral
Keanu_Reeves_0008.jpg,sadness
Keanu_Reeves_0009.jpg,neutral
Keanu_Reeves_0010.jpg,neutral
Keanu_Reeves_0011.jpg,neutral
Keanu_Reeves_0012.jpg,neutral
Keiko_Sofia_Fujimori_0001.jpg,neutral
Keira_Knightley_0001.jpg,neutral
Keira_Knightley_0002.jpg,happiness
Keith_Bishop_Jr_0001.jpg,happiness
Keith_Bogans_0001.jpg,neutral
Keith_Bogans_0002.jpg,neutral
Keith_Bogans_0003.jpg,surprise
Keith_Brown_0001.jpg,happiness
Keith_Fotta_0001.jpg,happiness
Keith_Foulke_0001.jpg,happiness
Keith_Lockhart_0001.jpg,happiness
Keith_Lowen_0001.jpg,anger
Keith_Olbermann_0001.jpg,neutral
Keith_Osik_0001.jpg,fear
Keith_Rodriguez_0001.jpg,sadness
Keith_Snyder_0001.jpg,neutral
Keith_Tyson_0001.jpg,neutral
Keith_Urban_0001.jpg,happiness
Keith_Van_Horn_0001.jpg,happiness
Keizo_Yamada_0001.jpg,sadness
Kelli_White_0001.jpg,happiness
Kelli_White_0002.jpg,happiness
Kellie_Coffey_0001.jpg,happiness
Kellie_Greene_0001.jpg,neutral
Kelly_Clarkson_0001.jpg,surprised
Kelly_Clarkson_0002.jpg,happiness
Kelly_Clarkson_0003.jpg,happiness
Kelly_Leigh_0001.jpg,happiness
Kelly_Osbourne_0001.jpg,disgust
Kelly_Ripa_0001.jpg,contempt
Kelly_Santos_0001.jpg,disgust
Kelsey_Grammer_0001.jpg,neutral
Kelvin_Sampson_0001.jpg,sadness
Kelvin_Sampson_0002.jpg,sadness
Kelvin_Sampson_0003.jpg,neutral
Kemal_Dervis_0001.jpg,anger
Kemal_Dervis_0002.jpg,anger
Kemal_Dervis_0003.jpg,contempt
Ken_Balk_0001.jpg,neutral
Ken_Dorsey_0001.jpg,happiness
Ken_Kutaragi_0001.jpg,surprise
Ken_Loach_0001.jpg,fear
Ken_Macha_0001.jpg,sadness
Ken_Macha_0002.jpg,happiness
Ken_Watanabe_0001.jpg,happiness
Ken_Watanabe_0002.jpg,happiness
Ken_Wharfe_0001.jpg,fear
Kenenisa_Bekele_0001.jpg,neutral
Kenneth_Bowersox_0001.jpg,neutral
Kenneth_Bowersox_0002.jpg,happiness
Kenneth_Bowersox_0003.jpg,happiness
Kenneth_Branagh_0001.jpg,happiness
Kenneth_Branagh_0002.jpg,happiness
Kenneth_Brill_0001.jpg,happiness
Kenneth_Carlsen_0001.jpg,fear
Kenneth_Cooper_0001.jpg,sadness
Kenneth_Dam_0001.jpg,sadness
Kenneth_Evans_0001.jpg,sadness
Kenneth_Evans_0002.jpg,sadness
Kenneth_Reichert_0001.jpg,neutral
Kenny_Brack_0001.jpg,neutral
Kenny_Chesney_0001.jpg,disgust
Kent_McCord_0001.jpg,contempt
Kent_Robinson_0001.jpg,anger
Kent_Rominger_0001.jpg,sadness
Kent_Rominger_0002.jpg,sadness
Kevin_Borseth_0001.jpg,sadness
Kevin_Costner_0001.jpg,neutral
Kevin_Costner_0002.jpg,neutral
Kevin_Costner_0003.jpg,neutral
Kevin_Costner_0004.jpg,happiness
Kevin_Costner_0005.jpg,neutral
Kevin_Costner_0006.jpg,neutral
Kevin_Costner_0007.jpg,happiness
Kevin_Costner_0008.jpg,happiness
Kevin_Crane_0001.jpg,sadness
Kevin_Garnett_0001.jpg,surprise
Kevin_Gil_0001.jpg,sadness
Kevin_Harvick_0001.jpg,happiness
Kevin_Hearn_0001.jpg,neutral
Kevin_James_0001.jpg,sadness
Kevin_Keegan_0001.jpg,surprise
Kevin_Marshall_0001.jpg,neutral
Kevin_Millwood_0001.jpg,happiness
Kevin_Nealon_0001.jpg,neutral
Kevin_Satterfield_0001.jpg,disgust
Kevin_Sorbo_0001.jpg,happiness
Kevin_Spacey_0001.jpg,happiness
Kevin_Spacey_0002.jpg,happiness
Kevin_Spacey_0003.jpg,happiness
Kevin_Spacey_0004.jpg,happiness
Kevin_Stallings_0001.jpg,sadness
Kevin_Stallings_0002.jpg,surprise
Kevin_Tarrant_0001.jpg,sadness
Khader_Rashid_Rahim_0001.jpg,sadness
Khaled_Sawalhi_0001.jpg,neutral
Khalid_Khannouchi_0001.jpg,happiness
Khalid_Qazi_0001.jpg,sadness
Khatol_Mohammad_Zai_0001.jpg,neutral
Khin_Nyunt_0001.jpg,sadness
Khum_Bahadur_Khadka_0001.jpg,anger
Kieran_Culkin_0001.jpg,sadness
Kieran_Prendergast_0001.jpg,neutral
Kieran_Prendergast_0002.jpg,neutral
Kifah_Ajouri_0001.jpg,sadness
Kifah_Ajouri_0002.jpg,sadness
Kiki_Vandeweghe_0001.jpg,contempt
Kiki_Vandeweghe_0002.jpg,happiness
Kim_Cattrall_0001.jpg,happiness
Kim_Chinn_0001.jpg,sadness
Kim_Clijsters_0001.jpg,anger
Kim_Clijsters_0002.jpg,happiness
